# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,
# Mon Mar 16 21:25:09 2020,,,,,,,
#,,,,,,,
# User preference: *,,,,,,,
#,,,,,,,
# CONSTRAINT:  order by pl_imppar desc,,,,,,,
#,,,,,,,
# COLUMN kepid:          KepID,,,,,,,
# COLUMN pl_name:     KOI Name,,,,,,,
# COLUMN pl_orbper:     Orbital Period [days],,,,,,,
# COLUMN pl_imppar:     Impact Parameter,,,,,,,
# COLUMN pl_trandur:   Transit Duration [hrs],,,,,,,
# COLUMN pl_rade:       Planetary Radius [Earth radii],,,,,,,
# COLUMN pl_orbsmax:        Orbit Semi-Major Axis [au],,,,,,,
# COLUMN st_rad:       Stellar Radius [Solar radii],,,,,,,
#,,,,,,,
kepid,pl_name,pl_orbper,pl_imppar,pl_trandur,pl_rade,pl_orbsmax,st_rad
6200235,K02350.01,1.0783902,0.86,1.3629,1.6,0.019,0.82
7967861,K02349.01,215.145,0.86,11.7248,1.49,0.707,0.92
8681734,K02340.01,7.68493,0.86,2.5052,1.8,0.073,0.97
3869014,K01205.01,8.63845,0.86,5.6613,2.25,0.085,1
7751571,K01460.01,17.042191,0.86,6.6651,7,0.127,0.81
5252423,K00825.02,4.714974,0.86,2.4914,1.58,0.049,0.679
7047922,K01899.01,19.76191,0.859,3.7104,2.6,0.149,1.21
10518424,K02188.01,2.696187,0.859,4.038,1.54,0.039,0.99
7499398,K01473.01,23.02027,0.859,3.7264,7,0.158,0.89
10586208,K01308.01,23.58461,0.859,5.8341,2.16,0.162,0.93
1871056,K01001.02,140.0914,0.859,18.3036,3.74,0.586,2.43
6501635,K00560.01,23.67523,0.858,4.6487,2.6,0.152,0.74
12254909,K02372.01,5.349325,0.858,4.1211,1.21,0.062,1.04
9349482,K02020.01,110.9655,0.858,13.4156,2.6,0.391,0.618
6508221,K00416.02,88.25474,0.856,4.2983,2.9,0.365,0.73
4644952,K01805.03,4.362741,0.856,2.346,2.95,0.052,1.49
9347899,K00935.02,42.63188,0.855,6.7766,5.3,0.254,1.15
8456679,K00102.02,4.068545,0.854,2.6525,1.09,0.052,1.079
3942670,K00392.02,12.61102,0.854,4.9986,1.33,0.105,1.19
12834874,K00487.01,7.658774,0.854,3.1941,2.7,0.074,0.88
10289119,K02390.01,16.10519,0.854,6.1523,1.66,0.126,1.21
9271752,K01406.01,11.361168,0.854,4.3122,2.9,0.103,1.03
8410727,K01148.02,25.2629,0.854,5.2384,1.59,0.178,1.28
4178389,K00185.01,23.210484,0.8531,2.9981,17.7,0.16,0.91
9909735,K01779.02,11.815018,0.853,2.7429,5,0.101,1.39
7755636,K01921.01,16.0049,0.853,6.9694,3,0.135,1.34
4636578,K02025.01,17.84863,0.853,5.9602,3.1,0.139,1.33
11465813,K00771.01,670.65,0.8525,60.0259,15.7,1.502,1.03
6029239,K00304.01,8.51205,0.852,2.2722,5.1,0.086,1.85
6310636,K01688.01,0.921056,0.852,3.4118,1.12,0.018,0.92
7211469,K01377.01,11.29714,0.852,4.82,1.82,0.102,1.1
2713049,K00794.01,2.53917,0.852,2.5413,2.2,0.037,0.95
6422155,K00510.03,14.62719,0.851,3.7053,2.3,0.111,0.97
5342473,K02297.01,4.64488,0.851,3.9963,1.54,0.055,1.12
5436502,K00834.04,2.090879,0.851,3.3477,1.1,0.032,0.9
7347246,K03014.01,86.1151,0.85,6.2505,3.1,0.39,0.88
11255231,K03003.01,13.65517,0.85,4.2684,1.64,0.114,0.97
6289257,K00307.01,19.67423,0.85,3.694,1.8,0.149,1.086
9605552,K03102.01,9.32097,0.85,2.357,1.03,0.071,0.529
2715695,K03077.01,4.095826,0.85,1.7714,1.64,0.044,0.655
2436378,K02682.01,8.531613,0.85,3.6745,40,0.082,1
3120355,K02099.01,78.0971,0.85,8.5486,2.8,0.368,0.99
12058204,K02218.02,16.72617,0.85,2.7866,1.43,0.127,0.87
11192235,K02329.01,1.615349,0.85,1.1428,1.34,0.022,0.527
10730703,K02327.01,5.59979,0.85,2.3375,1.38,0.059,0.78
7120108,K02325.01,1.0258586,0.85,0.8744,1.34,0.018,0.73
9364609,K02137.01,14.97441,0.85,2.4781,2.81,0.115,1.5
7761918,K01808.01,89.19284,0.85,4.3016,4,0.406,1.17
3122985,K01949.01,0.99348895,0.85,1.964,24,0.019,1.2
10973814,K01307.02,20.34229,0.85,2.3187,2.6,0.142,1
10330115,K01160.01,13.21415,0.85,3.5548,2.88,0.104,0.759
7220429,K01700.01,8.037617,0.85,2.9175,3.7,0.076,1.95
11955499,K01512.01,9.041798,0.85,2.2317,2.2,0.079,0.7
8689373,K00921.03,3.784064,0.85,1.9481,1.7,0.044,0.71
7373451,K00881.02,226.8897,0.85,8.2367,4.41,0.682,0.722
7287995,K00877.02,12.039901,0.85,2.9369,2.45,0.089,0.594
9904059,K00145.01,102.9667,0.85,14.7382,15.2,0.476,3.09
8292840,K00260.02,100.2834,0.8491,11.5375,2.89,0.438,1.26
5014753,K00606.01,3.17062619,0.849,2.4189,14.6,0.043,1.03
3545478,K00366.01,75.112019,0.849,4.9528,10.6,0.379,1.52
7265298,K02051.02,11.03158,0.849,5.1503,1.59,0.1,1.03
4149450,K01864.01,3.21515,0.849,3.9286,2.73,0.045,2.16
5963222,K01035.01,1.21726628,0.849,2.7784,16.8,0.025,1.64
2443393,K02603.01,73.6984,0.848,11.4897,1.32,0.348,1.075
11702948,K01465.01,9.771455,0.848,1.6348,8,0.089,0.88
10854768,K01309.01,10.117121,0.848,4.9065,2.8,0.102,1.42
5438757,K01601.02,62.9147,0.848,11.3996,1.98,0.305,0.85
11752632,K02492.01,0.984938,0.847,2.2216,0.95,0.02,0.96
1872821,K02351.01,10.27402,0.847,4.0484,1.9,0.091,0.85
12020218,K01507.01,21.35913,0.847,6.1108,2.8,0.155,1
6266741,K00508.01,7.930563,0.846,3.7678,3.44,0.08,1.035
6665512,K02005.01,6.921029,0.846,4.5674,1.67,0.061,0.612
6677841,K01236.02,12.309717,0.8455,5.795,2.6,0.114,1.27
11337566,K02632.01,7.12826,0.845,5.4516,1.14,0.078,1.46
10006581,K01595.01,40.10999,0.845,5.4577,3,0.231,0.93
10872983,K00756.02,4.134403,0.845,3.3067,2.8,0.051,0.94
5689351,K00505.02,6.195544,0.844,3.012,3.3,0.064,1.86
11030711,K01429.01,205.9172,0.844,10.8341,4.8,0.678,0.87
5438757,K01601.01,10.35113,0.844,6.266,1.59,0.092,0.85
9965439,K00722.01,46.4073,0.843,7.4189,2.64,0.264,1.05
8878187,K00697.01,3.032154,0.843,3.9785,4.24,0.043,1.7
10187017,K00082.03,27.45362,0.843,3.8289,1.08,0.165,0.736
8611832,K02414.02,45.347,0.843,4.6109,1.33,0.248,0.92
7449844,K01452.01,1.1522169,0.843,2.2433,23,0.025,1.81
12068975,K00623.03,5.59935,0.842,3.8414,1.18,0.059,1.18
4757437,K00497.01,13.19326,0.842,5.2667,2.8,0.113,1.04
9451706,K00271.03,14.435931,0.842,3.4262,1.41,0.126,1.27
4636578,K02025.02,26.13617,0.842,6.9105,2.8,0.18,1.33
12068975,K00623.02,15.67757,0.841,5.4087,1.36,0.117,1.18
11090765,K00538.01,21.21711,0.841,5.663,3,0.155,1.05
4636578,K02025.03,11.18969,0.841,5.1196,1.64,0.102,1.33
7747425,K01952.02,27.66496,0.841,6.2363,2.06,0.18,1.01
9006449,K01413.02,21.52651,0.841,8.6147,1.42,0.145,0.94
11138155,K00760.01,4.9593347,0.841,2.2234,10.9,0.058,0.96
5966154,K00655.01,25.6721,0.84,5.8942,2.77,0.18,1.24
9963524,K00720.03,18.370081,0.84,2.3602,3.05,0.127,0.81
8409588,K00690.01,1.36083497,0.84,1.2115,4.4,0.025,1.04
7630229,K00683.01,278.1222,0.84,3.8192,6,0.863,1.11
6115516,K03134.01,0.8657594,0.84,0.8634,1.74,0.018,1.02
8581240,K03111.02,4.328464,0.84,3.1662,1.47,0.055,1.97
11395587,K00350.01,12.991603,0.84,2.4915,2.4,0.109,1.08
11080405,K02442.01,25.19418,0.84,4.5147,1.89,0.155,0.77
5339567,K02440.01,4.866591,0.84,2.1688,1.29,0.054,0.96
5717567,K02752.01,1.2876248,0.84,0.8978,0.93,0.024,1.12
12170648,K02875.01,0.29969938,0.84,0.7371,1.8,0.008,0.77
5095635,K02607.01,0.7544552,0.84,0.7958,1.46,0.016,0.9
8838950,K02421.01,2.270395,0.84,2.3346,0.72,0.03,0.654
11098013,K02712.01,7.507877,0.84,5.2525,1.94,0.08,1.34
5480640,K02707.01,58.03438,0.84,5.6099,2.8,0.286,0.82
11071200,K02696.02,44.56445,0.84,7.5986,3.6,0.278,1.67
5450893,K02970.01,4.820551,0.84,3.5058,0.97,0.059,1.32
8358012,K02929.01,10.064331,0.84,3.5177,1.53,0.087,0.76
6866251,K02661.01,65.2279,0.84,7.0056,4.7,0.367,3.64
3130548,K02773.01,0.8788532,0.84,1.0875,2,0.017,0.96
4454934,K02245.01,33.47025,0.84,4.5565,2.6,0.201,1.12
8426567,K01914.01,18.93094,0.84,3.4216,6.3,0.135,2.14
10329835,K02058.01,1.523732,0.84,1.4174,1.11,0.021,0.522
4851530,K01884.01,23.12004,0.84,4.07,5,0.156,0.92
11760231,K01841.01,49.60805,0.84,3.0556,2.4,0.243,0.81
11403339,K02143.01,4.790278,0.84,2.8963,1.14,0.054,0.81
5474613,K01599.02,13.6141,0.84,3.1233,1.9,0.109,0.92
3962243,K01203.03,48.6541,0.84,3.8192,2.8,0.265,0.95
6766634,K01375.01,321.2139,0.84,4.0652,6.78,0.958,1.168
6960913,K01361.01,59.87769,0.84,5.0111,2.33,0.249,0.545
8150320,K00904.05,10.198574,0.84,2.3406,1.67,0.079,0.602
6948054,K00869.03,17.46067,0.84,2.4191,2.6,0.121,0.8
10118816,K01085.01,7.71797,0.84,2.1016,1.06,0.063,0.526
9480189,K00941.03,24.66454,0.84,2.9456,4.2,0.15,0.75
10166274,K01078.02,6.877458,0.84,1.4602,2.32,0.058,0.527
9011825,K02530.01,37.3308,0.839,7.8051,1.61,0.222,1.09
5219234,K01563.02,8.290858,0.839,3.0809,3.1,0.077,0.87
9821454,K01529.02,11.86817,0.839,5.977,1.23,0.106,1.06
5982353,K01036.01,19.5630939,0.839,6.0399,17.6,0.148,1.31
5792202,K00841.01,15.335244,0.839,3.9354,5.72,0.121,0.919
8962094,K00700.01,30.86431,0.8381,2.8553,2.82,0.191,1.07
7047207,K02494.01,19.1185,0.838,6.6924,1.57,0.141,0.97
5856571,K01839.01,9.590633,0.838,3.7106,4.77,0.089,1.76
10905239,K00046.02,6.02908,0.837,3.7909,0.96,0.067,1.105
3239945,K00490.04,21.80428,0.837,3.3518,1.32,0.137,0.7
12602568,K01583.01,8.04732,0.837,4.8622,2.17,0.078,0.88
11015323,K00479.01,34.18896,0.836,5.6854,3.4,0.204,0.89
10864531,K02080.02,34.06075,0.836,2.6475,2.8,0.206,0.89
10709622,K02108.01,51.3292,0.836,9.7656,3.4,0.274,1.13
7898352,K01486.01,127.28144,0.836,7.2053,9.7,0.499,0.92
5792202,K00841.02,31.330554,0.836,5.2233,7.34,0.194,0.919
11122894,K01426.02,74.920119,0.835,4.8709,7.7,0.355,1.04
11361646,K00330.02,1.888971,0.834,3.1899,0.99,0.03,1.25
11153539,K00762.01,4.49884,0.834,4.0348,2.5,0.054,0.96
2860866,K01103.01,90.1386,0.834,12.2481,5.8,0.408,0.99
8218274,K01064.01,1.1873524,0.8331,3.9724,19.09,0.023,1.168
9782691,K00590.02,50.69852,0.833,6.2417,2.96,0.28,1.06
3867615,K02289.01,62.7847,0.833,4.8316,2.22,0.32,1.12
5219234,K01563.03,3.205386,0.833,2.226,2.11,0.041,0.87
5561278,K01621.01,20.31035,0.833,5.4666,2.48,0.155,1.76
7363829,K01356.01,384.026,0.833,14.556,9.1,1.024,1
12252424,K00153.01,8.925113,0.833,2.7667,2.47,0.076,0.687
5436502,K00834.02,13.2358,0.833,6.3978,2.3,0.108,0.9
9347899,K00935.01,20.861145,0.833,5.6634,5.7,0.158,1.15
5358241,K00829.03,38.55831,0.833,5.0162,3.5,0.228,0.97
8349582,K00122.01,11.523063,0.833,4.0638,2.78,0.102,1.09
4757437,K00497.02,4.425412,0.832,3.6687,1.56,0.055,1.04
11253711,K01972.01,17.79097,0.832,2.6921,2.2,0.136,0.97
4077526,K01336.03,40.10101,0.832,5.5417,2.7,0.232,1.09
8179973,K01019.01,2.497052,0.832,3.7852,2.06,0.039,2.74
6867155,K00868.01,235.97424,0.832,8.2687,9.3,0.628,0.562
12068975,K00623.04,25.20971,0.831,6.4688,1.12,0.16,1.18
11250587,K00107.01,7.256999,0.831,5.1108,3.1,0.077,1.27
12417486,K00622.01,155.0429,0.831,9.6381,6.6,0.524,0.86
10070468,K02628.01,1.681873,0.831,2.85,1.19,0.029,1.09
8026752,K00240.01,4.286859,0.8303,4.6468,4.2,0.053,1.02
2438264,K00440.02,4.973455,0.83,1.6395,2.3,0.052,0.74
12302530,K00438.02,52.66187,0.83,3.2081,2.29,0.237,0.606
8241079,K03020.01,10.91919,0.83,4.5919,1.41,0.1,1.27
3747262,K03005.01,1.3124652,0.83,1.4817,0.96,0.025,1.28
12406807,K03091.01,17.06766,0.83,6.1623,2.2,0.137,1.09
9020160,K00582.02,17.73857,0.83,2.8334,2.02,0.125,0.73
8081905,K02619.01,3.27645,0.83,2.4776,1.8,0.044,0.86
10397751,K02859.01,3.446207,0.83,2.1462,0.93,0.042,0.88
9838468,K02943.01,54.40972,0.83,9.576,1.48,0.281,0.9
7620413,K02103.01,2.543066,0.83,3.0589,1.24,0.036,0.92
10489345,K02266.01,1.003965,0.83,1.6527,2.07,0.019,0.87
12058147,K02072.01,1.543198,0.83,2.7875,1.02,0.027,0.98
6035124,K02071.01,3.856874,0.83,2.0004,2,0.047,1.55
8766650,K01904.01,12.439517,0.83,3.415,3.67,0.102,1.89
4365645,K01738.01,4.167856,0.83,2.2501,1.25,0.047,0.85
8230616,K01713.02,2.240507,0.83,1.3682,1.32,0.028,0.557
11413812,K01885.01,5.653717,0.83,2.1148,1.97,0.063,0.93
3338885,K01845.01,1.9703213,0.83,1.8493,1.5,0.027,0.7
6041734,K02167.01,24.34003,0.83,3.5893,3.5,0.17,1.08
4917596,K01973.01,3.290169,0.83,1.5791,1.85,0.037,0.616
5299459,K01576.03,23.34032,0.83,2.7258,1.63,0.152,1.03
11389771,K01436.03,5.419115,0.83,2.3156,1.5,0.06,0.9
5526717,K01677.01,52.06986,0.83,3.3594,2.18,0.269,0.85
7663405,K01519.01,5.144392,0.83,2.5239,1.46,0.056,0.71
11870545,K01510.01,0.83995,0.83,1.5219,1.47,0.016,0.654
6932987,K01366.02,54.15784,0.83,3.8909,3.2,0.276,0.85
8222813,K01069.02,2.466961,0.83,1.7417,2.36,0.036,1.17
8346392,K01141.01,5.728256,0.83,2.0789,1.58,0.052,0.537
9415172,K00938.01,9.946049,0.83,3.4912,2.9,0.087,0.8
7265298,K02051.01,25.76313,0.829,7.395,2.82,0.176,1.03
5436502,K00834.03,6.155541,0.829,4.9525,1.7,0.065,0.9
12116489,K00547.01,25.302868,0.828,4.872,3.8,0.157,0.72
10019065,K01721.01,52.632,0.828,6.3928,2.33,0.268,0.82
9757613,K00250.02,17.251048,0.828,2.1911,2.94,0.112,0.577
6880531,K01372.01,69.6275,0.828,11.0708,2.2,0.335,0.94
12105051,K00141.01,2.6242336,0.828,1.4219,5.43,0.037,0.933
8242681,K01065.01,4.02063071,0.828,3.6692,17.6,0.051,1.01
9782691,K00590.01,11.38857,0.827,3.8102,2.46,0.104,1.06
3749978,K02308.01,28.50273,0.827,5.9153,3,0.178,0.87
5022828,K02138.01,23.55539,0.827,7.7598,2.4,0.21,2.2
3541946,K00624.02,49.56681,0.826,3.7487,2.63,0.26,0.85
3218908,K01108.01,18.92532,0.826,3.9677,2.4,0.135,0.81
5771719,K00190.01,12.2648616,0.8259,4.7121,17.2,0.101,1.42
9590976,K00710.03,3.886831,0.825,3.997,1.25,0.054,1.356
7040629,K00671.04,11.13154,0.825,4.5568,1.17,0.096,0.972
9967884,K00425.01,5.4283501,0.825,1.799,11.3,0.06,0.9
7303287,K01353.02,34.54363,0.825,3.3765,3.8,0.219,1.64
3640905,K01221.01,30.16012,0.825,7.7575,2.94,0.195,1.83
8505215,K00099.01,579.931,0.8241,21.2182,3.4,1.234,0.702
3942670,K00392.01,33.418,0.824,7.6131,2.27,0.201,1.19
6021275,K00284.03,6.178165,0.824,3.3098,1.22,0.066,1.03
3235672,K01109.01,6.72108,0.824,7.4645,0.9,0.064,0.8
12505076,K02154.01,11.92957,0.823,6.6029,2.6,0.101,0.87
8107115,K02575.01,199.308725,0.8229,5.1373,2,0.656,0.84
11446443,K00001.01,2.47061317,0.822,1.7246,14.4,0.036,1.06
6425957,K00663.01,2.7556281,0.82,1.9383,1.49,0.032,0.562
10190075,K03007.01,11.191773,0.82,2.5018,1.4,0.098,0.89
8265218,K00522.01,12.82994,0.82,3.0188,3.5,0.108,0.9
5096590,K03093.01,29.60913,0.82,5.5398,1.1,0.188,0.9
5562784,K00608.01,25.337143,0.82,8.798,3.46,0.145,0.601
7604328,K02458.01,4.354075,0.82,2.2836,1.8,0.049,0.93
11401755,K00277.02,13.84943,0.82,6.1372,1.21,0.116,1.61
8022489,K02674.01,197.51034,0.82,10.6755,7.3,0.666,1.24
3122913,K02490.01,11.60658,0.82,2.2684,2.04,0.091,0.664
5342061,K02666.01,64.0464,0.82,6.397,2.6,0.31,0.86
8890150,K02650.02,7.05441,0.82,1.6599,1.13,0.059,0.523
9717943,K02273.01,6.110122,0.82,2.3853,1.04,0.067,1.21
10978763,K01931.01,4.977671,0.82,2.6113,1.58,0.056,0.83
6696580,K02092.01,57.68696,0.82,4.6278,3.6,0.298,0.81
9655129,K01714.01,2.7439952,0.82,4.2929,20,0.036,0.88
5526527,K01838.01,16.736955,0.82,1.9734,2.4,0.111,0.614
11358389,K02163.01,10.664829,0.82,3.0863,1.95,0.095,1.01
9650808,K01970.01,21.96394,0.82,2.8005,3,0.15,0.96
9366989,K01785.01,1.21903358,0.82,2.03,13.3,0.021,1.1
6699368,K01694.01,3.690317,0.82,1.0793,2.6,0.048,1.08
9100484,K01399.01,8.75061,0.82,2.8252,2.4,0.077,0.7
9527915,K00165.01,13.22178,0.82,2.918,2.74,0.102,0.814
5252423,K00825.01,8.103613,0.82,3.3816,2.29,0.07,0.679
5809890,K01050.02,2.853135,0.82,1.4567,1.4,0.036,0.76
7907423,K00899.03,15.36829,0.82,2.5239,1.54,0.096,0.492
8351704,K01146.01,7.097028,0.82,2.0946,1.15,0.059,0.517
6362874,K01128.01,0.9748764,0.82,1.7682,1.41,0.019,0.878
7598128,K00681.01,44.2581586,0.819,7.0662,22,0.262,1.34
6850504,K00070.05,19.57709,0.819,3.4555,1.03,0.137,0.939
8381204,K02145.01,8.32649,0.819,5.2739,1.69,0.081,1
10872983,K00756.01,11.094329,0.819,4.9895,4.1,0.099,0.94
7040629,K00671.02,7.466408,0.817,4.0761,1.23,0.074,0.972
7269974,K00456.01,13.699138,0.817,4.5484,3.6,0.112,0.92
8247638,K00907.02,30.13254,0.817,5.0972,3.8,0.187,1.09
8607720,K00981.01,3.9978,0.817,4.017,3.07,0.055,3.43
2721030,K01094.01,6.100295,0.817,5.0691,2.9,0.066,0.91
12024120,K00265.01,3.568065,0.816,3.431,1.29,0.048,1.18
11905011,K00297.01,5.651838,0.815,3.0466,1.65,0.065,1.28
9892816,K01955.02,39.45988,0.815,8.1887,2.08,0.241,1.12
7747425,K01952.01,8.01035,0.815,4.3884,1.87,0.079,1.01
10004738,K01598.01,56.4744,0.815,5.828,3.3,0.285,0.9
4476123,K00814.01,22.36658,0.815,5.5757,2.8,0.149,0.77
8456679,K00102.01,1.7351365,0.814,2.4017,3.69,0.029,1.079
2571238,K00084.01,9.287009,0.814,3.5406,2.53,0.084,0.857
11551692,K01781.02,3.0051569,0.814,2.0478,2.27,0.038,0.759
10857519,K02075.01,2.053352,0.813,2.4056,1.42,0.034,1.54
8013439,K02352.01,13.3914,0.813,3.4369,1.15,0.123,1.352
1996399,K01026.01,94.1063,0.813,17.2113,0.83,0.328,0.51
10190777,K01937.01,1.4112265,0.812,1.468,1.3,0.021,0.573
11295426,K00246.01,5.3987665,0.812,3.5609,2.53,0.062,1.242
7215603,K01618.01,2.36432,0.812,3.5409,0.77,0.037,1.29
4860678,K01602.01,9.97741,0.812,6.0673,1.72,0.09,0.87
7670943,K00269.01,18.01134,0.811,6.5309,1.47,0.145,1.26
11259686,K00294.01,34.43576,0.811,6.0083,2.3,0.212,1.02
9006186,K02169.01,5.453,0.811,2.2415,0.97,0.057,0.93
9347899,K00935.03,87.6472,0.811,9.2599,4.2,0.411,1.15
7277317,K00674.01,16.338952,0.8108,10.0745,12.7,0.137,2.73
4644604,K00628.01,14.485882,0.81,2.9266,3.1,0.118,1.29
10318874,K00104.01,2.5080585,0.81,1.1419,3.36,0.034,0.757
10593626,K00087.01,289.8622,0.81,7.3991,2.1,0.805,0.85
7603200,K00314.03,10.31202,0.81,2.0586,0.79,0.075,0.612
9907129,K03127.01,9.70542,0.81,6.7463,1.46,0.092,1.13
8546542,K03073.01,7.409861,0.81,1.199,1.3,0.071,0.77
8008206,K00569.02,1.632916,0.746458758,1.6023,1.28,0.025,0.78
9712350,K02613.01,51.57394,0.746117983,2.6623,2.6,0.257,0.75
10027247,K02418.01,86.8299,0.745777207,5.2587,1.66,0.313,0.52
4075015,K02850.01,1.114304,0.745436431,2.2223,1.28,0.021,0.86
6196457,K00285.01,13.748778,0.745095655,6.1685,3.51,0.118,1.53
5480640,K02707.02,14.42516,0.744754879,3.7564,1.39,0.113,0.82
6878240,K02681.01,135.49797,0.744414103,6.1314,6.31,0.488,0.74
11403389,K02482.01,45.0887,0.744073327,3.7231,1.96,0.245,0.86
9640439,K02912.01,0.8732265,0.743732551,0.9285,2.1,0.019,1.08
5770074,K01928.01,63.03814,0.743391775,7.6038,2.8,0.313,0.97
9411166,K01922.02,15.0952,0.743050999,3.4149,1.06,0.122,0.95
9279354,K02060.01,2.800131,0.742710223,1.0267,1.99,0.034,0.666
9895006,K01717.01,10.56156,0.742369447,2.8606,1.56,0.088,0.93
4245933,K02190.01,11.25677,0.742028671,13.3496,2.24,0.082,0.553
8750043,K02017.01,2.295026,0.741687895,1.7013,1.31,0.034,0.89
8257205,K01986.01,148.4569,0.741347119,5.6517,7.6,0.532,1.68
8591693,K02123.01,29.4556,0.741006343,3.6933,2.3,0.189,0.95
7747425,K01952.03,5.1955,0.740665567,3.7941,1.25,0.059,1.01
3853673,K01197.01,0.64379397,0.740324791,1.085,2.39,0.015,0.93
5564247,K01566.01,1.7271733,0.739984016,2.1223,1.7,0.027,0.68
10604335,K01298.02,92.7388,0.73964324,6.7378,2.09,0.337,0.566
8874090,K01404.01,13.32411,0.739302464,3.3846,1.86,0.096,0.585
4844004,K01662.01,0.7840262,0.738961688,0.9039,1.63,0.016,0.76
6607286,K01239.02,3.174067,0.738620912,2.3597,1.53,0.043,0.85
12070811,K00785.01,12.39343,0.738280136,3.5953,2.8,0.102,0.82
11754553,K00775.02,7.877356,0.73793936,2.4223,2.21,0.065,0.548
6272413,K01129.01,4.897134,0.737598584,2.0102,1.5,0.051,0.73
7287995,K00877.01,5.954893,0.737257808,2.5225,2.54,0.056,0.594
10464078,K00743.01,19.403919,0.736917032,9.9632,9,0.129,0.77
7975727,K00418.01,22.41833,0.736576256,5.336,10.8,0.145,0.88
6867555,K02439.01,5.19119,0.73623548,4.5137,1.79,0.06,0.95
9334289,K00934.01,5.826659,0.735894704,3.1739,4,0.064,0.92
8418129,K02515.01,164.5750675,0.735553928,9.5746,1.88,0.766,2.15
6528464,K00270.02,33.67312,0.735213152,8.6589,2.13,0.201,1.46
11075737,K00292.01,2.5866272,0.734872376,2.3653,1.64,0.036,0.978
10136549,K01929.02,3.292743,0.7345316,4.9406,1.43,0.044,1.46
5219234,K01563.01,5.487108,0.734190824,2.9185,3.5,0.059,0.87
5436502,K00834.01,23.653593,0.733850049,8.9456,5.6,0.16,0.9
1871056,K01001.01,40.80686,0.733509273,14.048,4.8,0.258,2.43
7703955,K01707.01,96.1009,0.733168497,8.4947,3.4,0.403,0.91
3438507,K01204.01,8.39811,0.732827721,6.2242,2.03,0.084,1.06
8279765,K01130.01,2.75779217,0.732486945,2.4505,21.7,0.038,0.89
5792202,K00841.03,6.546303,0.732146169,2.9571,2.8,0.068,0.919
6521045,K00041.01,12.815735,0.731805393,6.5383,2.08,0.111,1.23
4932442,K01665.01,6.9338,0.731464617,4.5793,1.15,0.073,0.97
6387450,K01228.01,3.66132652,0.731123841,2.4092,13.7,0.043,0.87
7040629,K00671.01,4.228677,0.730783065,3.5241,1.43,0.051,0.972
7619236,K00682.01,562.1424,0.730442289,9.4862,10.8,1.367,1.29
11551692,K01781.01,7.8344508,0.730101513,2.9987,3.76,0.072,0.759
5613330,K00649.01,23.44955,0.729760737,8.7559,2.5,0.167,1.26
7603200,K00314.01,13.781052,0.729419961,2.4289,1.94,0.091,0.612
10554999,K00534.02,2.73589,0.729079185,2.0237,1.7,0.036,0.738
9157634,K00526.01,2.1047142,0.728738409,1.8507,2.7,0.031,0.8
3848275,K02995.01,5.194928,0.728397633,3.2027,2.1,0.061,1.07
10861608,K03118.01,174.9598,0.728056857,5.2261,1.6,0.58,0.73
7582689,K03097.03,8.7032,0.727716082,4.9508,1.09,0.088,1.79
4852528,K00500.02,9.521783,0.727375306,2.5181,2.82,0.079,0.647
5865654,K03071.01,23.95536,0.72703453,3.2848,3.4,0.158,2.05
7595157,K00568.01,3.383536,0.726693754,1.4457,1.39,0.042,0.77
7440748,K00457.02,7.064271,0.726352978,1.3895,2,0.066,0.69
11461433,K02399.01,1.916992,0.726012202,1.3824,0.9,0.028,0.723
9411412,K02101.01,2.892219,0.725671426,1.3988,1.17,0.033,0.56
10978763,K01931.02,10.55803,0.72533065,3.444,1.37,0.092,0.83
5387843,K01762.01,0.870697,0.724989874,1.2996,2.23,0.018,0.94
5716932,K02358.01,56.4943,0.724649098,8.5341,2.19,0.305,1.11
6707908,K02014.01,2.466077,0.724308322,1.4804,2.4,0.035,0.86
5375194,K01825.01,13.522604,0.723967546,3.9623,4.2,0.108,1.49
7219825,K00238.02,26.69376,0.72362677,4.1827,1.41,0.182,1.05
3764879,K02141.01,1.3069909,0.723285994,0.8666,1.76,0.024,0.96
7269493,K01961.01,1.9078086,0.722945218,1.8921,2.18,0.03,1.75
10028352,K01957.01,1.3868003,0.722604442,1.3403,2.2,0.026,1.26
9532052,K02115.01,15.72584,0.722263666,3.9862,3.8,0.122,0.98
11656918,K01945.01,62.1402,0.72192289,4.4408,2.7,0.292,0.81
3732821,K01207.01,13.73468,0.721582115,2.4329,2.6,0.103,0.81
5084942,K00161.01,3.1055091,0.721241339,1.744,2.68,0.039,0.798
4913852,K00818.01,8.114368,0.720900563,2.4403,2.29,0.064,0.509
3114167,K00795.01,6.770278,0.720559787,1.9859,3.5,0.069,0.86
11754553,K00775.01,16.385,0.720219011,3.1252,1.93,0.105,0.548
11442465,K00768.01,33.933583,0.719878235,12.6181,7.13,0.189,0.687
11013201,K00972.02,7.82257,0.719537459,3.1148,1.73,0.098,2.92
10395381,K00740.01,17.67168,0.719196683,3.43,2.21,0.119,0.671
11246364,K00539.01,200,0.718855907,7.2668,1.21,0.67,1.09
6937692,K00513.01,35.18112,0.718515131,7.6647,4,0.223,1.14
8700771,K01283.01,8.09214,0.718174355,5.9432,1.46,0.078,1.65
8547140,K01266.01,11.419267,0.717833579,4.2208,2.05,0.085,0.597
